UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
INSTITUT TEKNOLOGI BANDUNG,332023,FAKULTAS SENIRUPA DAN DESAIN (FSRD),Sarjana,134,1.878,"Seni Rupa, Desain, dan Kriya"
INSTITUT TEKNOLOGI BANDUNG,332024,SEKOLAH BISNIS DAN MANAJEMEN (SBM),Sarjana,66,2.644,Tidak Ada
INSTITUT TEKNOLOGI BANDUNG,332025,FAKULTAS SENIRUPA DAN DESAIN - KAMPUS CIREBON (FSRD-C),Sarjana,53,158,"Seni Rupa, Desain, dan Kriya"
INSTITUT TEKNOLOGI BANDUNG,332026,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN - INFRASTRUKTUR SIPIL DAN KELAUTAN (FTSL-SI),Sarjana,100,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BANDUNG,332027,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN - TEKNOLOGI LINGKUNGAN (FTSL-L),Sarjana,58,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BANDUNG,332028,FAKULTAS TEKNOLOGI INDUSTRI - SISTEM DAN PROSES (FTI-SP),Sarjana,118,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BANDUNG,332029,FAKULTAS TEKNOLOGI INDUSTRI - REKAYASA INDUSTRI (FTI-RI),Sarjana,61,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BANDUNG,332034,SEKOLAH ILMU DAN TEKNOLOGI HAYATI - KAMPUS CIREBON (SITH-C),Sarjana,15,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BANDUNG,332035,SEKOLAH BISNIS DAN MANAJEMEN - KAMPUS CIREBON (SBM-C),Sarjana,15,(Prodi Baru),Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS PADJADJARAN,333001,PENDIDIKAN DOKTER,Sarjana,87,3.856,Tidak Ada
UNIVERSITAS PADJADJARAN,333002,MATEMATIKA,Sarjana,44,274,Tidak Ada
UNIVERSITAS PADJADJARAN,333003,KIMIA,Sarjana,33,284,Tidak Ada
UNIVERSITAS PADJADJARAN,333004,FISIKA,Sarjana,36,146,Tidak Ada
UNIVERSITAS PADJADJARAN,333005,BIOLOGI,Sarjana,39,300,Tidak Ada
UNIVERSITAS PADJADJARAN,333006,STATISTIKA,Sarjana,33,698,Tidak Ada
UNIVERSITAS PADJADJARAN,333007,AGROTEKNOLOGI,Sarjana,132,824,Tidak Ada
UNIVERSITAS PADJADJARAN,333008,AGRIBISNIS,Sarjana,64,666,Tidak Ada
UNIVERSITAS PADJADJARAN,333009,PENDIDIKAN DOKTER GIGI,Sarjana,36,1.279,Tidak Ada
UNIVERSITAS PADJADJARAN,333010,ILMU PETERNAKAN,Sarjana,117,734,Tidak Ada
UNIVERSITAS PADJADJARAN,333011,PERIKANAN,Sarjana,88,433,Tidak Ada
UNIVERSITAS PADJADJARAN,333012,ILMU KEPERAWATAN,Sarjana,66,1.638,Tidak Ada
UNIVERSITAS PADJADJARAN,333013,ILMU KELAUTAN,Sarjana,42,446,Tidak Ada
UNIVERSITAS PADJADJARAN,333014,TEKNOLOGI  PANGAN,Sarjana,48,1.037,Tidak Ada
UNIVERSITAS PADJADJARAN,333015,TEKNIK PERTANIAN,Sarjana,52,399,Tidak Ada
UNIVERSITAS PADJADJARAN,333016,FARMASI,Sarjana,60,1.980,Tidak Ada
UNIVERSITAS PADJADJARAN,333017,TEKNIK GEOLOGI,Sarjana,60,986,Tidak Ada
UNIVERSITAS PADJADJARAN,333018,PSIKOLOGI,Sarjana,63,3.079,Tidak Ada
UNIVERSITAS PADJADJARAN,333019,GEOFISIKA,Sarjana,28,271,Tidak Ada
UNIVERSITAS PADJADJARAN,333020,TEKNIK INFORMATIKA,Sarjana,33,2.514,Tidak Ada
UNIVERSITAS PADJADJARAN,333021,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,36,381,Tidak Ada
UNIVERSITAS PADJADJARAN,333022,TEKNIK ELEKTRO,Sarjana,21,389,Tidak Ada
UNIVERSITAS PADJADJARAN,333023,KEDOKTERAN HEWAN,Sarjana,18,512,Tidak Ada
UNIVERSITAS PADJADJARAN,333028,ILMU AKTUARIA,Sarjana,18,540,Tidak Ada
UNIVERSITAS PADJADJARAN,333030,PERIKANAN PSDKU PANGANDARAN,Sarjana,28,114,Tidak Ada
UNIVERSITAS PADJADJARAN,333031,PETERNAKAN PSDKU PANGANDARAN,Sarjana,16,87,Tidak Ada
UNIVERSITAS PADJADJARAN,333032,KEPERAWATAN PSDKU PANGANDARAN,Sarjana,20,283,Tidak Ada
UNIVERSITAS PADJADJARAN,333033,ILMU HUKUM,Sarjana,147,3.406,Tidak Ada
UNIVERSITAS PADJADJARAN,333034,AKUNTANSI,Sarjana,45,1.569,Tidak Ada
UNIVERSITAS PADJADJARAN,333035,ILMU EKONOMI,Sarjana,52,652,Tidak Ada
UNIVERSITAS PADJADJARAN,333036,MANAJEMEN,Sarjana,39,2.233,Tidak Ada
UNIVERSITAS PADJADJARAN,333037,ADMINISTRASI PUBLIK,Sarjana,24,780,Tidak Ada
UNIVERSITAS PADJADJARAN,333038,ILMU HUBUNGAN INTERNASIONAL,Sarjana,39,1.610,Tidak Ada
UNIVERSITAS PADJADJARAN,333039,ILMU KESEJAHTERAAN SOSIAL,Sarjana,21,547,Tidak Ada
UNIVERSITAS PADJADJARAN,333040,ILMU PEMERINTAHAN,Sarjana,24,667,Tidak Ada
UNIVERSITAS PADJADJARAN,333041,ANTROPOLOGI,Sarjana,15,338,Tidak Ada
UNIVERSITAS PADJADJARAN,333042,ILMU ADMINISTRASI BISNIS,Sarjana,30,994,Tidak Ada
UNIVERSITAS PADJADJARAN,333043,SASTRA INDONESIA,Sarjana,36,484,Tidak Ada
UNIVERSITAS PADJADJARAN,333044,SASTRA SUNDA,Sarjana,36,262,Tidak Ada
UNIVERSITAS PADJADJARAN,333045,ILMU SEJARAH,Sarjana,48,348,Tidak Ada
UNIVERSITAS PADJADJARAN,333046,SASTRA INGGRIS,Sarjana,39,990,Tidak Ada
UNIVERSITAS PADJADJARAN,333047,SASTRA PERANCIS,Sarjana,28,195,Tidak Ada
UNIVERSITAS PADJADJARAN,333048,SASTRA JEPANG,Sarjana,39,738,Tidak Ada
UNIVERSITAS PADJADJARAN,333049,SASTRA RUSIA,Sarjana,24,125,Tidak Ada
UNIVERSITAS PADJADJARAN,333050,SASTRA JERMAN,Sarjana,24,215,Tidak Ada
UNIVERSITAS PADJADJARAN,333051,SASTRA ARAB,Sarjana,48,458,Tidak Ada
UNIVERSITAS PADJADJARAN,333052,ILMU KOMUNIKASI,Sarjana,36,2.533,Tidak Ada
UNIVERSITAS PADJADJARAN,333053,PERPUSTAKAAN DAN SAINS INFORMASI,Sarjana,44,602,Tidak Ada
UNIVERSITAS PADJADJARAN,333054,SOSIOLOGI,Sarjana,15,329,Tidak Ada
UNIVERSITAS PADJADJARAN,333055,ILMU POLITIK,Sarjana,18,462,Tidak Ada
UNIVERSITAS PADJADJARAN,333056,HUBUNGAN MASYARAKAT,Sarjana,33,1.037,Tidak Ada
UNIVERSITAS PADJADJARAN,333057,EKONOMI ISLAM,Sarjana,42,520,Tidak Ada
UNIVERSITAS PADJADJARAN,333058,MANAJEMEN KOMUNIKASI,Sarjana,33,1.148,Tidak Ada
UNIVERSITAS PADJADJARAN,333059,JURNALISTIK,Sarjana,33,544,Tidak Ada
UNIVERSITAS PADJADJARAN,333060,TELEVISI DAN FILM,Sarjana,33,855,Tidak Ada
UNIVERSITAS PADJADJARAN,333064,BISNIS DIGITAL,Sarjana,27,1.756,Tidak Ada
UNIVERSITAS PADJADJARAN,333065,ADMINISTRASI BISNIS PSDKU PANGANDARAN,Sarjana,16,180,Tidak Ada
UNIVERSITAS PADJADJARAN,333066,ILMU KOMUNIKASI PSDKU PANGANDARAN,Sarjana,20,182,Tidak Ada
UNIVERSITAS PADJADJARAN,333067,AKUNTANSI PERPAJAKAN,Sarjana Terapan,36,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333068,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,36,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333069,BISNIS INTERNASIONAL,Sarjana Terapan,27,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333070,PEMASARAN DIGITAL,Sarjana Terapan,18,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333071,KEBIDANAN,Sarjana Terapan,12,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333072,TEKNOLOGI INDUSTRI KIMIA,Sarjana Terapan,15,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333073,AGROTEKNOPRENEUR,Sarjana Terapan,20,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333074,ADMINISTRASI KEUANGAN PUBLIK,Sarjana Terapan,18,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333075,ADMINISTRASI PEMERINTAHAN,Sarjana Terapan,15,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333076,BISNIS LOGISTIK,Sarjana Terapan,12,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333077,KEARSIPAN DIGITAL,Sarjana Terapan,9,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333078,BAHASA DAN BUDAYA TIONGKOK,Sarjana Terapan,15,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333079,MANAJEMEN PRODUKSI MEDIA,Sarjana Terapan,36,(Prodi Baru),Tidak Ada
UNIVERSITAS PADJADJARAN,333080,PARIWISATA BAHARI,Sarjana Terapan,30,(Prodi Baru),Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS PENDIDIKAN INDONESIA,334001,PENDIDIKAN MATEMATIKA,Sarjana,45,455,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334002,PENDIDIKAN FISIKA,Sarjana,45,185,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334003,PENDIDIKAN BIOLOGI,Sarjana,40,316,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334004,PENDIDIKAN KIMIA,Sarjana,38,157,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334005,PENDIDIKAN ILMU KOMPUTER,Sarjana,55,346,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334006,MATEMATIKA,Sarjana,45,321,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334007,FISIKA,Sarjana,45,174,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334008,BIOLOGI,Sarjana,34,263,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334009,KIMIA,Sarjana,50,254,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334010,ILMU KOMPUTER,Sarjana,24,1.171,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334011,PENDIDIKAN TEKNIK ARSITEKTUR,Sarjana,32,218,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334012,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,32,139,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334013,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,30,109,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334014,PENDIDIKAN TEKNIK MESIN,Sarjana,35,208,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334015,ILMU KEOLAHRAGAAN,Sarjana,53,305,Pendidikan Jasmani dan Olahraga
UNIVERSITAS PENDIDIKAN INDONESIA,334016,TEKNIK ELEKTRO,Sarjana,30,316,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334017,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI,Sarjana,28,161,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334018,TEKNIK SIPIL,Sarjana,40,791,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334019,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,15,132,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334020,ARSITEKTUR,Sarjana,20,756,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334021,PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG,Sarjana,65,99,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334022,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,Sarjana,47,342,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334023,PENDIDIKAN SISTEM DAN TEKNOLOGI INFORMASI KAMPUS PURWAKARTA,Sarjana,43,202,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334024,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,45,204,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334025,SISTEM INFORMASI KELAUTAN KAMPUS SERANG,Sarjana,65,130,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334026,KEPELATIHAN FISIK OLAHRAGA,Sarjana,50,227,Pendidikan Jasmani dan Olahraga
UNIVERSITAS PENDIDIKAN INDONESIA,334027,REKAYASA PERANGKAT LUNAK (KAMPUS UPI CIBIRU),Sarjana,48,429,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334028,SISTEM TELEKOMUNIKASI (KAMPUS UPI PURWAKARTA),Sarjana,58,218,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334029,KEPERAWATAN - KAMPUS SUMEDANG,Sarjana,64,765,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334030,TEKNIK LOGISTIK,Sarjana,45,439,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334031,PENDIDIKAN TEKNIK OTOMASI INDUSTRI DAN ROBOTIKA,Sarjana,20,90,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334032,TEKNIK KOMPUTER - KAMPUS CIBIRU,Sarjana,55,447,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334033,LOGISTIK KELAUTAN - KAMPUS SERANG,Sarjana,65,195,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334034,GIZI,Sarjana,40,1.130,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334035,MEKATRONIKA DAN KECERDASAN BUATAN - KAMPUS UPI DI PURWAKARTA,Sarjana,50,152,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334037,KEPERAWATAN,Sarjana,54,1.800,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334038,ADMINISTRASI PENDIDIKAN,Sarjana,44,478,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334039,BIMBINGAN DAN KONSELING,Sarjana,50,1.279,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334040,PENDIDIKAN MASYARAKAT,Sarjana,45,456,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334041,PENDIDIKAN KHUSUS,Sarjana,45,326,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334042,TEKNOLOGI PENDIDIKAN,Sarjana,41,302,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334043,PSIKOLOGI,Sarjana,108,3.192,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334044,PKN,Sarjana,43,378,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334045,PENDIDIKAN SEJARAH,Sarjana,40,410,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334046,PENDIDIKAN GEOGRAFI,Sarjana,40,284,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334047,ILMU PENDIDIKAN AGAMA ISLAM,Sarjana,45,929,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334048,MANAJEMEN RESORT DAN LEISURE,Sarjana,45,593,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334049,MANAJEMEN PEMASARAN PARIWISATA,Sarjana,40,869,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334050,MANAJEMEN INDUSTRI KATERING,Sarjana,40,492,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334051,PENDIDIKAN BHS.DAN SASTRA INDONESIA,Sarjana,40,577,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334052,PENDIDIKAN BAHASA SUNDA,Sarjana,40,378,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334053,PENDIDIKAN BAHASA INGGRIS,Sarjana,35,806,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334054,PENDIDIKAN BAHASA ARAB,Sarjana,36,510,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334055,PENDIDIKAN BAHASA JEPANG,Sarjana,52,577,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334056,PENDIDIKAN BAHASA JERMAN,Sarjana,40,217,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334057,PENDIDIKAN BAHASA PERANCIS,Sarjana,50,135,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334058,PENDIDIKAN SENI RUPA DAN KERAJINAN,Sarjana,50,175,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS PENDIDIKAN INDONESIA,334059,PENDIDIKAN SENI TARI,Sarjana,30,157,Tari
UNIVERSITAS PENDIDIKAN INDONESIA,334060,PENDIDIKAN SENI MUSIK,Sarjana,40,198,Musik
UNIVERSITAS PENDIDIKAN INDONESIA,334061,BAHASA DAN SASTRA INGGRIS,Sarjana,36,1.049,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334062,BAHASA DAN SASTRA INDONESIA,Sarjana,56,581,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334063,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,31,294,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334064,PENDIDIKAN TATA BOGA,Sarjana,44,1.007,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334065,PENDIDIKAN TATA BUSANA,Sarjana,35,558,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334066,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,65,350,Pendidikan Jasmani dan Olahraga
UNIVERSITAS PENDIDIKAN INDONESIA,334067,PEND. JASMANI KESEHATAN & REKREASI (PJKR),Sarjana,100,584,Pendidikan Jasmani dan Olahraga
UNIVERSITAS PENDIDIKAN INDONESIA,334068,PENDIDIKAN AKUNTANSI,Sarjana,66,438,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334069,PENDIDIKAN BISNIS,Sarjana,66,654,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334070,PENDIDIKAN MANAJEMEN PERKANTORAN,Sarjana,44,704,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334071,PENDIDIKAN EKONOMI,Sarjana,53,513,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334072,MANAJEMEN,Sarjana,60,2.147,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334073,AKUNTANSI,Sarjana,66,1.503,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334074,PERPUSTAKAAN DAN SAINS INFORMASI,Sarjana,25,373,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334075,PENDIDIKAN IPS,Sarjana,40,285,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334076,PENDIDIKAN SOSIOLOGI,Sarjana,43,455,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334077,PGSD PEND. JASMANI KAMPUS BUMI SILIWANGI,Sarjana,67,150,Pendidikan Jasmani dan Olahraga
UNIVERSITAS PENDIDIKAN INDONESIA,334078,PGSD KAMPUS CIBIRU,Sarjana,110,1.063,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334079,PGPAUD KAMPUS CIBIRU,Sarjana,80,305,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334080,PGSD KAMPUS SUMEDANG,Sarjana,108,703,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334081,PGSD PENDIDIKAN JASMANI KAMPUS SUMEDANG,Sarjana,85,129,Pendidikan Jasmani dan Olahraga
UNIVERSITAS PENDIDIKAN INDONESIA,334082,PGSD KAMPUS PURWAKARTA,Sarjana,90,755,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334083,PGSD KAMPUS TASIKMALAYA,Sarjana,76,807,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334084,PGSD KAMPUS SERANG,Sarjana,100,435,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334085,PGSD KAMPUS BUMI SILIWANGI,Sarjana,86,1.151,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334086,PGPAUD KAMPUS BUMI SILIWANGI,Sarjana,40,354,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334087,ILMU KOMUNIKASI,Sarjana,33,2.212,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334088,PGPAUD KAMPUS SERANG,Sarjana,35,117,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334089,ILMU EKONOMI DAN KEUANGAN ISLAM,Sarjana,53,592,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334090,PGPAUD KAMPUS TASIKMALAYA,Sarjana,58,220,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334091,PGPAUD KAMPUS PURWAKARTA,Sarjana,47,164,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334092,PENDIDIKAN BAHASA KOREA,Sarjana,24,624,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334093,KEWIRAUSAHAAN KAMPUS TASIKMALAYA,Sarjana,60,310,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334094,SAINS INFORMASI GEOGRAFI,Sarjana,53,366,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334095,DESAIN KOMUNIKASI VISUAL,Sarjana,50,952,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS PENDIDIKAN INDONESIA,334096,PENDIDIKAN PARIWISATA,Sarjana,43,518,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334097,FILM DAN TELEVISI,Sarjana,40,402,Film dan Televisi
UNIVERSITAS PENDIDIKAN INDONESIA,334098,BISNIS DIGITAL (KAMPUS UPI TASIKMALAYA),Sarjana,46,750,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334099,MUSIK,Sarjana,30,148,Musik
UNIVERSITAS PENDIDIKAN INDONESIA,334100,INDUSTRI PARIWISATA KAMPUS SUMEDANG,Sarjana,120,410,Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334101,DESAIN PRODUK INDUSTRI - KAMPUS UPI DI TASIKMALAYA,Sarjana,28,53,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS PENDIDIKAN INDONESIA,334106,KEDOKTERAN,Sarjana,15,(Prodi Baru),Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334107,TEKNOLOGI PANGAN,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS PENDIDIKAN INDONESIA,334036,SURVEI PEMETAAN DAN INFORMASI GEOGRAFIS,Sarjana Terapan,43,257,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
ISBI BANDUNG,335001,TARI,Sarjana,32,97,Tari
ISBI BANDUNG,335002,KARAWITAN,Sarjana,45,92,Seni Karawitan
ISBI BANDUNG,335003,TEATER,Sarjana,36,23,Teater
ISBI BANDUNG,335004,SENI MURNI,Sarjana,24,118,"Seni Rupa, Desain, dan Kriya"
ISBI BANDUNG,335005,ANTROPOLOGI BUDAYA,Sarjana,36,194,Tidak Ada
ISBI BANDUNG,335011,KRIYA,Sarjana,12,(Prodi Baru),"Seni Rupa, Desain, dan Kriya"
ISBI BANDUNG,335012,DESAIN KOMUNIKASI VISUAL,Sarjana,12,(Prodi Baru),"Seni Rupa, Desain, dan Kriya"
ISBI BANDUNG,335006,ANGKLUNG DAN MUSIK BAMBU,Sarjana Terapan,18,13,Musik
ISBI BANDUNG,335007,TARI SUNDA,Sarjana Terapan,14,6,Tari
ISBI BANDUNG,335008,TELEVISI DAN FILM,Sarjana Terapan,36,239,Film dan Televisi
ISBI BANDUNG,335009,TATA RIAS DAN BUSANA,Sarjana Terapan,24,71,"Seni Rupa, Desain, dan Kriya"
ISBI BANDUNG,335010,KRIYA SENI,Diploma Tiga,14,15,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
INSTITUT PERTANIAN BOGOR,341001,AGRIBISNIS,Sarjana,54,816,Tidak Ada
INSTITUT PERTANIAN BOGOR,341002,AGRONOMI DAN HORTIKULTURA,Sarjana,68,534,Tidak Ada
INSTITUT PERTANIAN BOGOR,341003,ARSITEKTUR LANSEKAP,Sarjana,30,449,Tidak Ada
INSTITUT PERTANIAN BOGOR,341004,BIOKIMIA,Sarjana,33,367,Tidak Ada
INSTITUT PERTANIAN BOGOR,341005,BIOLOGI,Sarjana,33,298,Tidak Ada
INSTITUT PERTANIAN BOGOR,341006,EKONOMI SUMBERDAYA DAN LINGKUNGAN,Sarjana,39,513,Tidak Ada
INSTITUT PERTANIAN BOGOR,341007,ILMU DAN TEKNOLOGI KELAUTAN,Sarjana,39,482,Tidak Ada
INSTITUT PERTANIAN BOGOR,341008,ILMU KOMPUTER,Sarjana,51,1.308,Tidak Ada
INSTITUT PERTANIAN BOGOR,341009,KEDOKTERAN HEWAN,Sarjana,66,910,Tidak Ada
INSTITUT PERTANIAN BOGOR,341010,KIMIA,Sarjana,36,283,Tidak Ada
INSTITUT PERTANIAN BOGOR,341011,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,Sarjana,53,1.122,Tidak Ada
INSTITUT PERTANIAN BOGOR,341012,KONSERVASI SUMBERDAYA HUTAN DAN EKOWISATA,Sarjana,42,501,Tidak Ada
INSTITUT PERTANIAN BOGOR,341013,MANAJEMEN HUTAN,Sarjana,42,401,Tidak Ada
INSTITUT PERTANIAN BOGOR,341014,STATISTIKA DAN SAINS DATA,Sarjana,36,838,Tidak Ada
INSTITUT PERTANIAN BOGOR,341015,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,36,343,Tidak Ada
INSTITUT PERTANIAN BOGOR,341016,TEKNOLOGI HASIL HUTAN,Sarjana,30,305,Tidak Ada
INSTITUT PERTANIAN BOGOR,341017,TEKNIK INDUSTRI PERTANIAN,Sarjana,39,544,Tidak Ada
INSTITUT PERTANIAN BOGOR,341018,TEKNOLOGI PANGAN,Sarjana,39,1.002,Tidak Ada
INSTITUT PERTANIAN BOGOR,341019,NUTRISI DAN TEKNOLOGI PAKAN,Sarjana,48,430,Tidak Ada
